base_id,variant_id,variant_index,domain,requirement_text,smells,applied_rules
B-032,B-032-S01,1,Order Processing System,The system may calculate the total price of an order as the sum of all line item prices and applicable taxes if possible.,"[""conditional_or_non_assertive_requirement""]","[""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible""]"
B-032,B-032-S02,2,Order Processing System,The system shall calculate the total price of an order as the sum of all line item prices and applicable taxes as specified in section 2.1.3.4.2.1 of the design document using a PostgreSQL database and a React-based web interface.,"[""deep_nesting_or_structure_issue"", ""design_or_implementation_detail""]","[""deep_nesting_or_structure_issue:add_deep_section_reference"", ""design_or_implementation_detail:add_tech_stack""]"
B-032,B-032-S03,3,Order Processing System,The system shall calculate the total price of an order as the sum of all line item prices and applicable taxes in accordance with KYC AML PCI DSS and SOX requirements in order to support auditing and regulatory compliance.,"[""domain_term_imbalance"", ""embedded_rationale_or_justification""]","[""domain_term_imbalance:add_many_domain_acronyms"", ""embedded_rationale_or_justification:add_in_order_to""]"
B-032,B-032-S04,4,Order Processing System,The system shall calculate the total price of an order as the sum of all line item prices and applicable taxes and behaves in the same way as described above so that all relevant stakeholders are notified appropriately during normal operation when appropriate conditions are met.,"[""excessive_or_insufficient_coupling"", ""implicit_requirement"", ""incomplete_reference_or_condition""]","[""excessive_or_insufficient_coupling:add_as_described_above"", ""implicit_requirement:add_so_that_notification"", ""incomplete_reference_or_condition:add_vague_condition""]"
B-032,B-032-S05,5,Order Processing System,"After processing is complete, The system.","[""incomplete_requirement"", ""incorrect_or_confusing_order"", ""language_error_or_grammar_issue""]","[""incomplete_requirement:remove_main_action"", ""incorrect_or_confusing_order:prepend_after_clause"", ""language_error_or_grammar_issue:introduce_grammar_error""]"
B-032,B-032-S06,6,Order Processing System,If the described condition occurs.,"[""loophole_or_open_ended"", ""missing_imperative_verb"", ""missing_system_response""]","[""loophole_or_open_ended:add_at_least"", ""missing_imperative_verb:remove_shall"", ""missing_system_response:replace_with_if_only""]"
B-032,B-032-S07,7,Order Processing System,The system shall calculate the total price of an order as the sum of all line item prices and applicable taxes within 5 and shall not allow unauthorized access and send a notification email to the administrator with minimal delay whenever possible.,"[""missing_unit_of_measurement"", ""negative_formulation"", ""non_atomic_requirement"", ""non_verifiable_qualifier""]","[""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow"", ""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay""]"
B-032,B-032-S08,8,Order Processing System,Validate input log the error send a notification restart the service including user identifier timestamp action etc. It shall be ensured that this requirement is fulfilled..,"[""overuse_imperative_form"", ""partial_content_or_incomplete_enumeration"", ""passive_voice"", ""punctuation_issue""]","[""overuse_imperative_form:replace_with_command_list"", ""partial_content_or_incomplete_enumeration:add_etc_list"", ""passive_voice:add_it_shall_be_ensured"", ""punctuation_issue:remove_commas_and_double_period""]"
B-033,B-033-S01,1,Order Processing System,The system shall assign a unique identifier to each new order at the time the order is created for a large number of users.,"[""quantifier_without_unit_or_range""]","[""quantifier_without_unit_or_range:add_large_number""]"
B-033,B-033-S02,2,Order Processing System,The system shall assign a unique identifier to each new order at the time the order is created through a user-friendly and intuitive interface using the best and more secure method.,"[""subjective_language"", ""superlative_or_comparative_without_reference""]","[""subjective_language:add_user_friendly_interface"", ""superlative_or_comparative_without_reference:add_best_method""]"
B-033,B-033-S03,3,Order Processing System,"The system shall assign a unique identifier to each new order at the time the order is created and then the system shall log the operation in the audit trail and then the system shall update the internal statistics as defined in REQ-101, REQ-204, REQ-305, and REQ-409.","[""too_long_sentence"", ""too_many_dependencies_or_versions""]","[""too_long_sentence:add_and_then_chain"", ""too_many_dependencies_or_versions:add_many_req_refs""]"
B-033,B-033-S04,4,Order Processing System,"Lock account and update the internal Compliance Index which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures.","[""too_short_sentence"", ""undefined_term"", ""unreadable_structure""]","[""too_short_sentence:replace_with_fragment"", ""undefined_term:add_compliance_index"", ""unreadable_structure:add_nested_clause""]"
B-033,B-033-S05,5,Order Processing System,The system shall assign a unique identifier to each new order at the time the order is created under normal conditions and as appropriate and this shall be handled later according to internal policies KYC AML and PCI DSS.,"[""vague_or_implicit_terms"", ""vague_pronoun_or_reference"", ""acronym_overuse_or_abbrev""]","[""vague_or_implicit_terms:add_normal_conditions"", ""vague_pronoun_or_reference:add_this_reference"", ""acronym_overuse_or_abbrev:add_unexplained_acronyms""]"
B-033,B-033-S06,6,Order Processing System,The system may assign a unique identifier to each new order at the time the order is created and display the message on screens if possible as specified in section 2.1.3.4.2.1 of the design document.,"[""ambiguous_plurality"", ""conditional_or_non_assertive_requirement"", ""deep_nesting_or_structure_issue""]","[""ambiguous_plurality:add_screens_scope"", ""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible"", ""deep_nesting_or_structure_issue:add_deep_section_reference""]"
B-033,B-033-S07,7,Order Processing System,The system shall assign a unique identifier to each new order at the time the order is created using a PostgreSQL database and a React-based web interface in accordance with KYC AML PCI DSS and SOX requirements in order to support auditing and regulatory compliance and behaves in the same way as described above.,"[""design_or_implementation_detail"", ""domain_term_imbalance"", ""embedded_rationale_or_justification"", ""excessive_or_insufficient_coupling""]","[""design_or_implementation_detail:add_tech_stack"", ""domain_term_imbalance:add_many_domain_acronyms"", ""embedded_rationale_or_justification:add_in_order_to"", ""excessive_or_insufficient_coupling:add_as_described_above""]"
B-033,B-033-S08,8,Order Processing System,"After processing is complete, The system.","[""implicit_requirement"", ""incomplete_reference_or_condition"", ""incomplete_requirement"", ""incorrect_or_confusing_order""]","[""implicit_requirement:add_so_that_notification"", ""incomplete_reference_or_condition:add_vague_condition"", ""incomplete_requirement:remove_main_action"", ""incorrect_or_confusing_order:prepend_after_clause""]"
B-034,B-034-S01,1,Order Processing System,The system will allow a customer to view the current status of each order placed by that customer.,"[""language_error_or_grammar_issue""]","[""language_error_or_grammar_issue:introduce_grammar_error""]"
B-034,B-034-S02,2,Order Processing System,The system  allow a customer to view the current status of each order placed by that customer for at least a short period of time.,"[""loophole_or_open_ended"", ""missing_imperative_verb""]","[""loophole_or_open_ended:add_at_least"", ""missing_imperative_verb:remove_shall""]"
B-034,B-034-S03,3,Order Processing System,If the described condition occurs within 5.,"[""missing_system_response"", ""missing_unit_of_measurement""]","[""missing_system_response:replace_with_if_only"", ""missing_unit_of_measurement:add_bare_number""]"
B-034,B-034-S04,4,Order Processing System,The system shall allow a customer to view the current status of each order placed by that customer and shall not allow unauthorized access and send a notification email to the administrator with minimal delay whenever possible.,"[""negative_formulation"", ""non_atomic_requirement"", ""non_verifiable_qualifier""]","[""negative_formulation:add_shall_not_allow"", ""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay""]"
B-034,B-034-S05,5,Order Processing System,"Validate input, log the error, send a notification, restart the service including user identifier, timestamp, action, etc. It shall be ensured that this requirement is fulfilled.","[""overuse_imperative_form"", ""partial_content_or_incomplete_enumeration"", ""passive_voice""]","[""overuse_imperative_form:replace_with_command_list"", ""partial_content_or_incomplete_enumeration:add_etc_list"", ""passive_voice:add_it_shall_be_ensured""]"
B-034,B-034-S06,6,Order Processing System,The system shall allow a customer to view the current status of each order placed by that customer. for a large number of users through a user-friendly and intuitive interface.,"[""punctuation_issue"", ""quantifier_without_unit_or_range"", ""subjective_language""]","[""punctuation_issue:remove_commas_and_double_period"", ""quantifier_without_unit_or_range:add_large_number"", ""subjective_language:add_user_friendly_interface""]"
B-034,B-034-S07,7,Order Processing System,Lock account.,"[""superlative_or_comparative_without_reference"", ""too_long_sentence"", ""too_many_dependencies_or_versions"", ""too_short_sentence""]","[""superlative_or_comparative_without_reference:add_best_method"", ""too_long_sentence:add_and_then_chain"", ""too_many_dependencies_or_versions:add_many_req_refs"", ""too_short_sentence:replace_with_fragment""]"
B-034,B-034-S08,8,Order Processing System,"The system shall allow a customer to view the current status of each order placed by that customer and update the internal Compliance Index which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures under normal conditions and as appropriate and this shall be handled later.","[""undefined_term"", ""unreadable_structure"", ""vague_or_implicit_terms"", ""vague_pronoun_or_reference""]","[""undefined_term:add_compliance_index"", ""unreadable_structure:add_nested_clause"", ""vague_or_implicit_terms:add_normal_conditions"", ""vague_pronoun_or_reference:add_this_reference""]"
B-035,B-035-S01,1,Order Processing System,"The system shall allow an authorized user to change the status of an order to Pending, Confirmed, Shipped, or Cancelled according to internal policies KYC AML and PCI DSS.","[""acronym_overuse_or_abbrev""]","[""acronym_overuse_or_abbrev:add_unexplained_acronyms""]"
B-035,B-035-S02,2,Order Processing System,"The system may allow an authorized user to change the status of an order to Pending, Confirmed, Shipped, or Cancelled and display the message on screens if possible.","[""ambiguous_plurality"", ""conditional_or_non_assertive_requirement""]","[""ambiguous_plurality:add_screens_scope"", ""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible""]"
B-035,B-035-S03,3,Order Processing System,"The system shall allow an authorized user to change the status of an order to Pending, Confirmed, Shipped, or Cancelled as specified in section 2.1.3.4.2.1 of the design document using a PostgreSQL database and a React-based web interface.","[""deep_nesting_or_structure_issue"", ""design_or_implementation_detail""]","[""deep_nesting_or_structure_issue:add_deep_section_reference"", ""design_or_implementation_detail:add_tech_stack""]"
B-035,B-035-S04,4,Order Processing System,"The system shall allow an authorized user to change the status of an order to Pending, Confirmed, Shipped, or Cancelled in accordance with KYC AML PCI DSS and SOX requirements in order to support auditing and regulatory compliance and behaves in the same way as described above.","[""domain_term_imbalance"", ""embedded_rationale_or_justification"", ""excessive_or_insufficient_coupling""]","[""domain_term_imbalance:add_many_domain_acronyms"", ""embedded_rationale_or_justification:add_in_order_to"", ""excessive_or_insufficient_coupling:add_as_described_above""]"
B-035,B-035-S05,5,Order Processing System,The system.,"[""implicit_requirement"", ""incomplete_reference_or_condition"", ""incomplete_requirement""]","[""implicit_requirement:add_so_that_notification"", ""incomplete_reference_or_condition:add_vague_condition"", ""incomplete_requirement:remove_main_action""]"
B-035,B-035-S06,6,Order Processing System,"After processing is complete, The system will allow an authorized user to change the status of an order to Pending, Confirmed, Shipped, or Cancelled for at least a short period of time.","[""incorrect_or_confusing_order"", ""language_error_or_grammar_issue"", ""loophole_or_open_ended""]","[""incorrect_or_confusing_order:prepend_after_clause"", ""language_error_or_grammar_issue:introduce_grammar_error"", ""loophole_or_open_ended:add_at_least""]"
B-035,B-035-S07,7,Order Processing System,If the described condition occurs within 5 and shall not allow unauthorized access.,"[""missing_imperative_verb"", ""missing_system_response"", ""missing_unit_of_measurement"", ""negative_formulation""]","[""missing_imperative_verb:remove_shall"", ""missing_system_response:replace_with_if_only"", ""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow""]"
B-035,B-035-S08,8,Order Processing System,"Validate input, log the error, send a notification, restart the service including user identifier, timestamp, action, etc..","[""non_atomic_requirement"", ""non_verifiable_qualifier"", ""overuse_imperative_form"", ""partial_content_or_incomplete_enumeration""]","[""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay"", ""overuse_imperative_form:replace_with_command_list"", ""partial_content_or_incomplete_enumeration:add_etc_list""]"
B-036,B-036-S01,1,Order Processing System,The system shall be prevent modification of order line items after the order status changes to Shipped.,"[""passive_voice""]","[""passive_voice:system_shall_be_pattern""]"
B-036,B-036-S02,2,Order Processing System,The system shall prevent modification of order line items after the order status changes to Shipped. for a large number of users.,"[""punctuation_issue"", ""quantifier_without_unit_or_range""]","[""punctuation_issue:remove_commas_and_double_period"", ""quantifier_without_unit_or_range:add_large_number""]"
B-036,B-036-S03,3,Order Processing System,The system shall prevent modification of order line items after the order status changes to Shipped through a user-friendly and intuitive interface using the best and more secure method.,"[""subjective_language"", ""superlative_or_comparative_without_reference""]","[""subjective_language:add_user_friendly_interface"", ""superlative_or_comparative_without_reference:add_best_method""]"
B-036,B-036-S04,4,Order Processing System,Lock account.,"[""too_long_sentence"", ""too_many_dependencies_or_versions"", ""too_short_sentence""]","[""too_long_sentence:add_and_then_chain"", ""too_many_dependencies_or_versions:add_many_req_refs"", ""too_short_sentence:replace_with_fragment""]"
B-036,B-036-S05,5,Order Processing System,"The system shall prevent modification of order line items after the order status changes to Shipped and update the internal Compliance Index which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures under normal conditions and as appropriate.","[""undefined_term"", ""unreadable_structure"", ""vague_or_implicit_terms""]","[""undefined_term:add_compliance_index"", ""unreadable_structure:add_nested_clause"", ""vague_or_implicit_terms:add_normal_conditions""]"
B-036,B-036-S06,6,Order Processing System,The system shall prevent modification of order line items after the order status changes to Shipped and this shall be handled later according to internal policies KYC AML and PCI DSS and display the message on screens.,"[""vague_pronoun_or_reference"", ""acronym_overuse_or_abbrev"", ""ambiguous_plurality""]","[""vague_pronoun_or_reference:add_this_reference"", ""acronym_overuse_or_abbrev:add_unexplained_acronyms"", ""ambiguous_plurality:add_screens_scope""]"
B-036,B-036-S07,7,Order Processing System,The system may prevent modification of order line items after the order status changes to Shipped if possible as specified in section 2.1.3.4.2.1 of the design document using a PostgreSQL database and a React-based web interface in accordance with KYC AML PCI DSS and SOX requirements.,"[""conditional_or_non_assertive_requirement"", ""deep_nesting_or_structure_issue"", ""design_or_implementation_detail"", ""domain_term_imbalance""]","[""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible"", ""deep_nesting_or_structure_issue:add_deep_section_reference"", ""design_or_implementation_detail:add_tech_stack"", ""domain_term_imbalance:add_many_domain_acronyms""]"
B-036,B-036-S08,8,Order Processing System,The system shall prevent modification of order line items after the order status changes to Shipped in order to support auditing and regulatory compliance and behaves in the same way as described above so that all relevant stakeholders are notified appropriately during normal operation when appropriate conditions are met.,"[""embedded_rationale_or_justification"", ""excessive_or_insufficient_coupling"", ""implicit_requirement"", ""incomplete_reference_or_condition""]","[""embedded_rationale_or_justification:add_in_order_to"", ""excessive_or_insufficient_coupling:add_as_described_above"", ""implicit_requirement:add_so_that_notification"", ""incomplete_reference_or_condition:add_vague_condition""]"
B-037,B-037-S01,1,Order Processing System,The system.,"[""incomplete_requirement""]","[""incomplete_requirement:remove_main_action""]"
B-037,B-037-S02,2,Order Processing System,"After processing is complete, The system will record the date and time when an order status changes to Shipped.","[""incorrect_or_confusing_order"", ""language_error_or_grammar_issue""]","[""incorrect_or_confusing_order:prepend_after_clause"", ""language_error_or_grammar_issue:introduce_grammar_error""]"
B-037,B-037-S03,3,Order Processing System,The system  record the date and time when an order status changes to Shipped for at least a short period of time.,"[""loophole_or_open_ended"", ""missing_imperative_verb""]","[""loophole_or_open_ended:add_at_least"", ""missing_imperative_verb:remove_shall""]"
B-037,B-037-S04,4,Order Processing System,when an order status changes to Shipped within 5 and shall not allow unauthorized access.,"[""missing_system_response"", ""missing_unit_of_measurement"", ""negative_formulation""]","[""missing_system_response:keep_condition_only"", ""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow""]"
B-037,B-037-S05,5,Order Processing System,"Validate input, log the error, send a notification, restart the service.","[""non_atomic_requirement"", ""non_verifiable_qualifier"", ""overuse_imperative_form""]","[""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay"", ""overuse_imperative_form:replace_with_command_list""]"
B-037,B-037-S06,6,Order Processing System,The system shall be record the date and time when an order status changes to Shipped including user identifier timestamp action etc..,"[""partial_content_or_incomplete_enumeration"", ""passive_voice"", ""punctuation_issue""]","[""partial_content_or_incomplete_enumeration:add_etc_list"", ""passive_voice:system_shall_be_pattern"", ""punctuation_issue:remove_commas_and_double_period""]"
B-037,B-037-S07,7,Order Processing System,The system shall record the date and time when an order status changes to Shipped for a large number of users through a user-friendly and intuitive interface using the best and more secure method and then the system shall log the operation in the audit trail and then the system shall update the internal statistics.,"[""quantifier_without_unit_or_range"", ""subjective_language"", ""superlative_or_comparative_without_reference"", ""too_long_sentence""]","[""quantifier_without_unit_or_range:add_large_number"", ""subjective_language:add_user_friendly_interface"", ""superlative_or_comparative_without_reference:add_best_method"", ""too_long_sentence:add_and_then_chain""]"
B-037,B-037-S08,8,Order Processing System,"Lock account and update the internal Compliance Index which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures.","[""too_many_dependencies_or_versions"", ""too_short_sentence"", ""undefined_term"", ""unreadable_structure""]","[""too_many_dependencies_or_versions:add_many_req_refs"", ""too_short_sentence:replace_with_fragment"", ""undefined_term:add_compliance_index"", ""unreadable_structure:add_nested_clause""]"
B-038,B-038-S01,1,Order Processing System,The system shall allow a customer to cancel an order while the order status is Pending under normal conditions and as appropriate.,"[""vague_or_implicit_terms""]","[""vague_or_implicit_terms:add_normal_conditions""]"
B-038,B-038-S02,2,Order Processing System,The system shall allow a customer to cancel an order while the order status is Pending and this shall be handled later according to internal policies KYC AML and PCI DSS.,"[""vague_pronoun_or_reference"", ""acronym_overuse_or_abbrev""]","[""vague_pronoun_or_reference:add_this_reference"", ""acronym_overuse_or_abbrev:add_unexplained_acronyms""]"
B-038,B-038-S03,3,Order Processing System,The system may allow a customer to cancel an order while the order status is Pending and display the message on screens if possible.,"[""ambiguous_plurality"", ""conditional_or_non_assertive_requirement""]","[""ambiguous_plurality:add_screens_scope"", ""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible""]"
B-038,B-038-S04,4,Order Processing System,The system shall allow a customer to cancel an order while the order status is Pending as specified in section 2.1.3.4.2.1 of the design document using a PostgreSQL database and a React-based web interface in accordance with KYC AML PCI DSS and SOX requirements.,"[""deep_nesting_or_structure_issue"", ""design_or_implementation_detail"", ""domain_term_imbalance""]","[""deep_nesting_or_structure_issue:add_deep_section_reference"", ""design_or_implementation_detail:add_tech_stack"", ""domain_term_imbalance:add_many_domain_acronyms""]"
B-038,B-038-S05,5,Order Processing System,The system shall allow a customer to cancel an order while the order status is Pending in order to support auditing and regulatory compliance and behaves in the same way as described above so that all relevant stakeholders are notified appropriately.,"[""embedded_rationale_or_justification"", ""excessive_or_insufficient_coupling"", ""implicit_requirement""]","[""embedded_rationale_or_justification:add_in_order_to"", ""excessive_or_insufficient_coupling:add_as_described_above"", ""implicit_requirement:add_so_that_notification""]"
B-038,B-038-S06,6,Order Processing System,"After processing is complete, The system.","[""incomplete_reference_or_condition"", ""incomplete_requirement"", ""incorrect_or_confusing_order""]","[""incomplete_reference_or_condition:add_vague_condition"", ""incomplete_requirement:remove_main_action"", ""incorrect_or_confusing_order:prepend_after_clause""]"
B-038,B-038-S07,7,Order Processing System,If the described condition occurs.,"[""language_error_or_grammar_issue"", ""loophole_or_open_ended"", ""missing_imperative_verb"", ""missing_system_response""]","[""language_error_or_grammar_issue:introduce_grammar_error"", ""loophole_or_open_ended:add_at_least"", ""missing_imperative_verb:remove_shall"", ""missing_system_response:replace_with_if_only""]"
B-038,B-038-S08,8,Order Processing System,The system shall allow a customer to cancel an order while the order status is Pending within 5 and shall not allow unauthorized access and send a notification email to the administrator with minimal delay whenever possible.,"[""missing_unit_of_measurement"", ""negative_formulation"", ""non_atomic_requirement"", ""non_verifiable_qualifier""]","[""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow"", ""non_atomic_requirement:add_notification_action"", ""non_verifiable_qualifier:add_minimal_delay""]"
B-039,B-039-S01,1,Order Processing System,"Validate input, log the error, send a notification, restart the service.","[""overuse_imperative_form""]","[""overuse_imperative_form:replace_with_command_list""]"
B-039,B-039-S02,2,Order Processing System,"The system shall be send an order confirmation notification to the customer when an order status changes to Confirmed including user identifier, timestamp, action, etc.","[""partial_content_or_incomplete_enumeration"", ""passive_voice""]","[""partial_content_or_incomplete_enumeration:add_etc_list"", ""passive_voice:system_shall_be_pattern""]"
B-039,B-039-S03,3,Order Processing System,The system shall send an order confirmation notification to the customer when an order status changes to Confirmed. for a large number of users.,"[""punctuation_issue"", ""quantifier_without_unit_or_range""]","[""punctuation_issue:remove_commas_and_double_period"", ""quantifier_without_unit_or_range:add_large_number""]"
B-039,B-039-S04,4,Order Processing System,The system shall send an order confirmation notification to the customer when an order status changes to Confirmed through a user-friendly and intuitive interface using the best and more secure method and then the system shall log the operation in the audit trail and then the system shall update the internal statistics.,"[""subjective_language"", ""superlative_or_comparative_without_reference"", ""too_long_sentence""]","[""subjective_language:add_user_friendly_interface"", ""superlative_or_comparative_without_reference:add_best_method"", ""too_long_sentence:add_and_then_chain""]"
B-039,B-039-S05,5,Order Processing System,Lock account and update the internal Compliance Index.,"[""too_many_dependencies_or_versions"", ""too_short_sentence"", ""undefined_term""]","[""too_many_dependencies_or_versions:add_many_req_refs"", ""too_short_sentence:replace_with_fragment"", ""undefined_term:add_compliance_index""]"
B-039,B-039-S06,6,Order Processing System,"The system shall send an order confirmation notification to the customer when an order status changes to Confirmed which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures under normal conditions and as appropriate and this shall be handled later.","[""unreadable_structure"", ""vague_or_implicit_terms"", ""vague_pronoun_or_reference""]","[""unreadable_structure:add_nested_clause"", ""vague_or_implicit_terms:add_normal_conditions"", ""vague_pronoun_or_reference:add_this_reference""]"
B-039,B-039-S07,7,Order Processing System,The system may send an order confirmation notification to the customer when an order status changes to Confirmed according to internal policies KYC AML and PCI DSS and display the message on screens if possible as specified in section 2.1.3.4.2.1 of the design document.,"[""acronym_overuse_or_abbrev"", ""ambiguous_plurality"", ""conditional_or_non_assertive_requirement"", ""deep_nesting_or_structure_issue""]","[""acronym_overuse_or_abbrev:add_unexplained_acronyms"", ""ambiguous_plurality:add_screens_scope"", ""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible"", ""deep_nesting_or_structure_issue:add_deep_section_reference""]"
B-039,B-039-S08,8,Order Processing System,The system shall send an order confirmation notification to the customer when an order status changes to Confirmed using a PostgreSQL database and a React-based web interface in accordance with KYC AML PCI DSS and SOX requirements in order to support auditing and regulatory compliance and behaves in the same way as described above.,"[""design_or_implementation_detail"", ""domain_term_imbalance"", ""embedded_rationale_or_justification"", ""excessive_or_insufficient_coupling""]","[""design_or_implementation_detail:add_tech_stack"", ""domain_term_imbalance:add_many_domain_acronyms"", ""embedded_rationale_or_justification:add_in_order_to"", ""excessive_or_insufficient_coupling:add_as_described_above""]"
B-040,B-040-S01,1,Order Processing System,The system shall allow an authorized user to apply a percentage discount to an order before the order is confirmed so that all relevant stakeholders are notified appropriately.,"[""implicit_requirement""]","[""implicit_requirement:add_so_that_notification""]"
B-040,B-040-S02,2,Order Processing System,The system.,"[""incomplete_reference_or_condition"", ""incomplete_requirement""]","[""incomplete_reference_or_condition:add_vague_condition"", ""incomplete_requirement:remove_main_action""]"
B-040,B-040-S03,3,Order Processing System,"After processing is complete, The system will allow an authorized user to apply a percentage discount to an order before the order is confirmed.","[""incorrect_or_confusing_order"", ""language_error_or_grammar_issue""]","[""incorrect_or_confusing_order:prepend_after_clause"", ""language_error_or_grammar_issue:introduce_grammar_error""]"
B-040,B-040-S04,4,Order Processing System,If the described condition occurs.,"[""loophole_or_open_ended"", ""missing_imperative_verb"", ""missing_system_response""]","[""loophole_or_open_ended:add_at_least"", ""missing_imperative_verb:remove_shall"", ""missing_system_response:replace_with_if_only""]"
B-040,B-040-S05,5,Order Processing System,The system shall allow an authorized user to apply a percentage discount to an order before the order is confirmed within 5 and shall not allow unauthorized access and send a notification email to the administrator.,"[""missing_unit_of_measurement"", ""negative_formulation"", ""non_atomic_requirement""]","[""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow"", ""non_atomic_requirement:add_notification_action""]"
B-040,B-040-S06,6,Order Processing System,"Validate input, log the error, send a notification, restart the service including user identifier, timestamp, action, etc..","[""non_verifiable_qualifier"", ""overuse_imperative_form"", ""partial_content_or_incomplete_enumeration""]","[""non_verifiable_qualifier:add_minimal_delay"", ""overuse_imperative_form:replace_with_command_list"", ""partial_content_or_incomplete_enumeration:add_etc_list""]"
B-040,B-040-S07,7,Order Processing System,The system shall be allow an authorized user to apply a percentage discount to an order before the order is confirmed. for a large number of users through a user-friendly and intuitive interface.,"[""passive_voice"", ""punctuation_issue"", ""quantifier_without_unit_or_range"", ""subjective_language""]","[""passive_voice:system_shall_be_pattern"", ""punctuation_issue:remove_commas_and_double_period"", ""quantifier_without_unit_or_range:add_large_number"", ""subjective_language:add_user_friendly_interface""]"
B-040,B-040-S08,8,Order Processing System,Lock account.,"[""superlative_or_comparative_without_reference"", ""too_long_sentence"", ""too_many_dependencies_or_versions"", ""too_short_sentence""]","[""superlative_or_comparative_without_reference:add_best_method"", ""too_long_sentence:add_and_then_chain"", ""too_many_dependencies_or_versions:add_many_req_refs"", ""too_short_sentence:replace_with_fragment""]"
B-041,B-041-S01,1,Inventory Management System,"The system shall allow an authorized user to register a new product with product name, product code, and unit price and update the internal Compliance Index.","[""undefined_term""]","[""undefined_term:add_compliance_index""]"
B-041,B-041-S02,2,Inventory Management System,"The system shall allow an authorized user to register a new product with product name, product code, and unit price which, when combined with other operations that may occur during processing, shall be handled in accordance with the internal procedures under normal conditions and as appropriate.","[""unreadable_structure"", ""vague_or_implicit_terms""]","[""unreadable_structure:add_nested_clause"", ""vague_or_implicit_terms:add_normal_conditions""]"
B-041,B-041-S03,3,Inventory Management System,"The system shall allow an authorized user to register a new product with product name, product code, and unit price and this shall be handled later according to internal policies KYC AML and PCI DSS.","[""vague_pronoun_or_reference"", ""acronym_overuse_or_abbrev""]","[""vague_pronoun_or_reference:add_this_reference"", ""acronym_overuse_or_abbrev:add_unexplained_acronyms""]"
B-041,B-041-S04,4,Inventory Management System,"The system may allow an authorized user to register a new product with product name, product code, and unit price and display the message on screens if possible as specified in section 2.1.3.4.2.1 of the design document.","[""ambiguous_plurality"", ""conditional_or_non_assertive_requirement"", ""deep_nesting_or_structure_issue""]","[""ambiguous_plurality:add_screens_scope"", ""conditional_or_non_assertive_requirement:replace_shall_with_may_if_possible"", ""deep_nesting_or_structure_issue:add_deep_section_reference""]"
B-041,B-041-S05,5,Inventory Management System,"The system shall allow an authorized user to register a new product with product name, product code, and unit price using a PostgreSQL database and a React-based web interface in accordance with KYC AML PCI DSS and SOX requirements in order to support auditing and regulatory compliance.","[""design_or_implementation_detail"", ""domain_term_imbalance"", ""embedded_rationale_or_justification""]","[""design_or_implementation_detail:add_tech_stack"", ""domain_term_imbalance:add_many_domain_acronyms"", ""embedded_rationale_or_justification:add_in_order_to""]"
B-041,B-041-S06,6,Inventory Management System,"The system shall allow an authorized user to register a new product with product name, product code, and unit price and behaves in the same way as described above so that all relevant stakeholders are notified appropriately during normal operation when appropriate conditions are met.","[""excessive_or_insufficient_coupling"", ""implicit_requirement"", ""incomplete_reference_or_condition""]","[""excessive_or_insufficient_coupling:add_as_described_above"", ""implicit_requirement:add_so_that_notification"", ""incomplete_reference_or_condition:add_vague_condition""]"
B-041,B-041-S07,7,Inventory Management System,"After processing is complete, The system for at least a short period of time.","[""incomplete_requirement"", ""incorrect_or_confusing_order"", ""language_error_or_grammar_issue"", ""loophole_or_open_ended""]","[""incomplete_requirement:remove_main_action"", ""incorrect_or_confusing_order:prepend_after_clause"", ""language_error_or_grammar_issue:introduce_grammar_error"", ""loophole_or_open_ended:add_at_least""]"
B-041,B-041-S08,8,Inventory Management System,If the described condition occurs within 5 and shall not allow unauthorized access.,"[""missing_imperative_verb"", ""missing_system_response"", ""missing_unit_of_measurement"", ""negative_formulation""]","[""missing_imperative_verb:remove_shall"", ""missing_system_response:replace_with_if_only"", ""missing_unit_of_measurement:add_bare_number"", ""negative_formulation:add_shall_not_allow""]"
B-042,B-042-S01,1,Inventory Management System,The system shall store the current stock quantity for each product in inventory and send a notification email to the administrator.,"[""non_atomic_requirement""]","[""non_atomic_requirement:add_notification_action""]"
